engine,scenario,minute,thermal_load_input,degradation_input,thermal_load_high,primary_cooling_degraded,backup_reserve_stressed,power_constraint,process_thermal_risk,alarm_interpreted,authorization_ready,intervention_executed,physical_risk_probability_exact,decision_response_probability_exact,uncontained_risk_probability_exact,contained_or_avoided_probability_exact,measurement_shots,physical_risk_probability_sampled,decision_response_probability_sampled,uncontained_risk_probability_sampled,contained_or_avoided_probability_sampled,trace
Qiskit DensityMatrix,Sensor-only,30,1.0,0.75,0.14125704363379454,0.03784860198133274,0.026052746510917234,0.011813105436281439,0.011324672088887126,0.008930990313603532,0.002000000000000003,0.0009999999999999987,0.011324672088887126,0.0009999999999999987,0.011313347416798238,0.0009886753279111122,8192,0.0108642578125,0.0015869140625,0.0108642578125,0.0015869140625,1.0
Qiskit DensityMatrix,Sensor-only,31,1.0,0.8,0.15160704812553757,0.04159522167072345,0.02761627650813295,0.011941399301233908,0.011768022693775044,0.010203017630114096,0.002000000000000001,0.0010000000000000007,0.011768022693775044,0.0010000000000000007,0.011756254671081264,0.0009882319773062249,8192,0.0113525390625,0.0009765625,0.0113525390625,0.0009765625,1.0000000000000002
Qiskit DensityMatrix,Sensor-only,32,1.0,0.85,0.1622419569077884,0.04574540272543049,0.029305083382074368,0.012077280850086863,0.012235519944408793,0.011687356878749186,0.0020000000000000018,0.0009999999999999998,0.012235519944408793,0.0009999999999999998,0.012223284424464386,0.000987764480055591,8192,0.013916015625,0.0009765625,0.013916015625,0.0009765625,1.0
Qiskit DensityMatrix,Sensor-only,33,1.0,0.9,0.1731507742654084,0.050326129912852444,0.031125050418074587,0.012221166593060254,0.012728616644293693,0.013398044726786525,0.002000000000000002,0.0009999999999999985,0.012728616644293693,0.0009999999999999985,0.012715888027649397,0.0009872713833557058,8192,0.0133056640625,0.0018310546875,0.0133056640625,0.0018310546875,1.0000000000000002
Qiskit DensityMatrix,Sensor-only,34,1.0,0.95,0.18432224440035597,0.05536499388693074,0.0330819928784192,0.012373480247648306,0.013248845316738391,0.015349191367953135,0.0020000000000000018,0.0009999999999999987,0.013248845316738391,0.0009999999999999987,0.013235596471421652,0.0009867511546832611,8192,0.013916015625,0.0008544921875,0.0137939453125,0.000732421875,1.0000000000000004
Qiskit DensityMatrix,Sensor-only,35,1.0,1.0,0.19574486429346025,0.060890005757966124,0.03518163726977735,0.012534650543774674,0.013797815776218202,0.01755490098054161,0.002000000000000002,0.0010000000000000002,0.013797815776218202,0.0010000000000000002,0.013784017960441992,0.0009862021842237812,8192,0.0142822265625,0.0010986328125,0.0142822265625,0.0010986328125,1.0000000000000004
Qiskit DensityMatrix,Sensor-only,36,1.0,1.0,0.20740689679419863,0.066634446581534,0.03742708947755579,0.012705101911624333,0.01437719199685367,0.020024818297609517,0.0019999999999999996,0.0009999999999999996,0.01437719199685367,0.0009999999999999996,0.014362814804856811,0.0009856228080031464,8192,0.01318359375,0.0008544921875,0.01318359375,0.0008544921875,1.0000000000000004
Qiskit DensityMatrix,Sensor-only,37,1.0,1.0,0.21929638392072376,0.07258902939584073,0.039821061194312675,0.01288525175869413,0.014988684954698418,0.022767014217034826,0.002,0.001,0.014988684954698418,0.001,0.014973696269743715,0.000985011315045301,8192,0.0164794921875,0.00048828125,0.0164794921875,0.00048828125,1.0000000000000002
Qiskit DensityMatrix,Sensor-only,38,1.0,1.0,0.23140116035298436,0.07874429139100593,0.04236584930587215,0.01307550793565763,0.015634044806046417,0.025787844799087335,0.0020000000000000005,0.001,0.015634044806046417,0.001,0.015618410761240367,0.0009843659551939533,8192,0.015625,0.00048828125,0.015625,0.00048828125,1.0
Qiskit DensityMatrix,Sensor-only,39,1.0,1.0,0.24370886710124337,0.0850906160522191,0.045063317127977724,0.013276266441095615,0.016315052454721514,0.02909183264664972,0.0020000000000000005,0.0009999999999999992,0.016315052454721514,0.0009999999999999992,0.016298737402266804,0.0009836849475452782,8192,0.018798828125,0.0020751953125,0.018798828125,0.0020751953125,0.9999999999999998
