engine,scenario,minute,thermal_load_input,degradation_input,thermal_load_high,primary_cooling_degraded,backup_reserve_stressed,power_constraint,process_thermal_risk,alarm_interpreted,authorization_ready,intervention_executed,physical_risk_probability,decision_response_probability,uncontained_risk_probability,contained_or_avoided_probability,trace
NumPy density matrix,Sensor-only,10,0.16666666666666666,0.0,0.021055836091915216,0.014999999999999996,0.012010816810962058,0.010317712129586532,0.005986814680761795,0.004999999999999998,0.0020000000000000013,0.0009999999999999996,0.005986814680761795,0.0009999999999999996,0.005980827866081031,0.0009940131853192376,0.9999999999999994
NumPy density matrix,Sensor-only,11,0.25,0.0,0.022136386233502923,0.015000000000000003,0.012284525863762809,0.01035982237862023,0.006134295795316022,0.005,0.002000000000000003,0.0009999999999999996,0.006134295795316022,0.0009999999999999996,0.006128161499520705,0.0009938657042046837,0.9999999999999997
NumPy density matrix,Sensor-only,12,0.3333333333333333,0.0,0.02361642048960708,0.015000000000000019,0.012577636235972516,0.010404428971895132,0.006292132059735726,0.005000000000000006,0.0019999999999999987,0.001,0.006292132059735726,0.001,0.00628583992767599,0.000993707867940264,0.9999999999999997
NumPy density matrix,Sensor-only,13,0.4166666666666667,0.0,0.025530027106793533,0.015000000000000017,0.012892235115531437,0.010451619769038264,0.006460530020317643,0.005000000000000002,0.002,0.001,0.006460530020317643,0.001,0.006454069490297323,0.000993539469979682,0.9999999999999998
NumPy density matrix,Sensor-only,14,0.5,0.0,0.0279197453267246,0.015000000000000013,0.013230728723907872,0.010501491757849982,0.006639714651040392,0.005000000000000001,0.002000000000000002,0.0009999999999999992,0.006639714651040392,0.0009999999999999992,0.006633074936389352,0.000993360285348959,0.9999999999999999
NumPy density matrix,Sensor-only,15,0.5833333333333334,0.0,0.030836352053290095,0.015000000000000025,0.01359587619331856,0.010554152418496455,0.006829932796888811,0.004999999999999992,0.002000000000000001,0.0010000000000000009,0.006829932796888811,0.0010000000000000009,0.006823102864091926,0.000993170067203112,0.9999999999999994
NumPy density matrix,Sensor-only,16,0.6666666666666666,0.05,0.034338585436832644,0.015152317880187378,0.0139921324023857,0.010609724742028842,0.007031464210252818,0.0050000000000000044,0.0020000000000000013,0.0009999999999999992,0.007031464210252818,0.0009999999999999992,0.007024432746042564,0.0009929685357897467,1.0
NumPy density matrix,Sensor-only,17,0.75,0.1,0.038492794565806246,0.015457860118602984,0.0144245460416897,0.010668349649388278,0.007244628128305132,0.004999999999999998,0.002000000000000002,0.0009999999999999998,0.007244628128305132,0.0009999999999999998,0.007237383500176828,0.0009927553718716948,0.9999999999999997
NumPy density matrix,Sensor-only,18,0.8333333333333334,0.15,0.043372502923658574,0.01591985357019271,0.014898802018537728,0.010730188609722292,0.007469790612348865,0.005000000000000004,0.0020000000000000013,0.000999999999999999,0.007469790612348865,0.000999999999999999,0.0074623208217365145,0.0009925302093876504,0.9999999999999999
NumPy density matrix,Sensor-only,19,0.9166666666666666,0.2,0.04905787190167957,0.016543837131573435,0.015421265435748786,0.010795426457107868,0.007707372679637137,0.005000000000000005,0.002,0.0009999999999999998,0.007707372679637137,0.0009999999999999998,0.007699665306957496,0.0009922926273203633,1.0
NumPy density matrix,Sensor-only,20,1.0,0.25,0.05563504950227425,0.01733764809603519,0.01599902624393931,0.010864274400254444,0.007957859248679335,0.005,0.0020000000000000013,0.0009999999999999996,0.007957859248679335,0.0009999999999999996,0.007949901389430651,0.0009920421407513204,1.0
NumPy density matrix,Sensor-only,21,1.0,0.3,0.06259734043485332,0.01831140285054644,0.016637217602931936,0.010936965198836027,0.008221791073165176,0.004999999999999998,0.0020000000000000013,0.0010000000000000009,0.008221791073165176,0.0010000000000000009,0.008213569282092013,0.0009917782089268344,1.0
NumPy density matrix,Sensor-only,22,1.0,0.35,0.06993743905249579,0.019477471434873606,0.017341234518673233,0.011013754361331953,0.008499769272737673,0.004999999999999998,0.002,0.0009999999999999996,0.008499769272737673,0.0009999999999999996,0.008491269503464936,0.000991500230727262,1.0
NumPy density matrix,Sensor-only,23,1.0,0.4,0.07764764552252323,0.020850445353712554,0.018116738753225302,0.011094921325927161,0.008792459987005782,0.005000000000000001,0.0019999999999999987,0.0009999999999999994,0.008792459987005782,0.0009999999999999994,0.008783667527018774,0.000991207540012994,0.9999999999999998
NumPy density matrix,Sensor-only,24,1.0,0.45,0.08571987425965275,0.022447097906613304,0.0189696651303001,0.011180770621033205,0.009100599146376434,0.005000000000000001,0.002000000000000003,0.0009999999999999998,0.009100599146376434,0.0009999999999999998,0.009091498547230065,0.000990899400853624,1.0
NumPy density matrix,Sensor-only,25,1.0,0.5,0.09414566277785992,0.02428633617840963,0.019906229121159035,0.011271633001521687,0.00942499735207532,0.005279157142589626,0.0020000000000000018,0.001,0.00942499735207532,0.001,0.009415572354723248,0.0009905750026479253,0.9999999999999999
